settlement_id,name,admin1,admin2,population,num_buildings,distance_to_grid_km,has_health,has_education,has_nightlight,demand_tier,final_connections,final_demand_mwh,grid_lcoe,minigrid_lcoe,shs_lcoe,grid_cost_per_conn,minigrid_cost_per_conn,shs_cost_per_conn,least_cost_technology,least_cost_lcoe,priority_score
8915,Djougou,Donga,Djougou,80,31,2.71,0,0,0,Tier3,23.2,17.94,616.41,957.04,833.02,1017.6,1538.34,1500.0,Grid,616.41,0.2259
11648,Péhunco,Atakora,Pehunco,655,194,58.91,0,1,1,Tier3,190.0,146.85,,1084.43,1171.07,,1337.53,1500.0,Mini-grid,1084.43,0.1878
3432,Sé,Atlantique,Allada,647,251,11.04,0,1,0,Tier3,187.7,145.05,466.71,1034.06,999.14,611.94,1404.46,1500.0,Grid,466.71,0.366
3591,Houédamè,Plateau,Adja-Ouere,701,272,9.11,0,0,0,Tier3,203.3,157.16,357.66,957.04,840.09,513.46,1538.34,1500.0,Grid,357.66,0.2929
14051,Dagourou,Alibori,Gogounou,52,20,15.75,0,0,0,Tier1,15.1,0.7,75932.37,5309.13,1976.57,7507.43,460.54,150.0,SHS,1976.57,0.1285
8752,Serou,Donga,Djougou,1253,486,0.31,0,1,1,Tier4,363.4,561.83,138.3,792.6,,205.96,3011.37,,Grid,138.3,0.472
8788,Komiguea,Borgou,N'dali,39,15,14.68,0,0,0,Tier2,11.3,1.75,28359.35,,1409.23,9284.44,,400.0,SHS,1409.23,0.1295
5669,Dassa-Zoumé,Collines,Dassa-Zoume,70,27,4.12,0,0,0,Tier3,20.3,15.69,926.43,957.04,834.58,1621.63,1538.34,1500.0,SHS,834.58,0.1797
9315,Location #16588,Donga,Djougou,31,12,24.78,0,0,0,Tier1,9.0,0.42,196978.64,,2173.34,19490.13,,150.0,SHS,2173.34,0.1141
6034,Aplahoué,Kouffo,Aplahoue,59,23,13.05,0,0,0,Tier2,17.1,2.65,16952.17,2130.87,1398.51,5537.46,600.89,400.0,SHS,1398.51,0.1328
8797,Diguidirou,Borgou,Perere,113,44,12.59,0,0,0,Tier2,32.8,5.07,8889.89,2130.87,1395.51,2889.2,600.89,400.0,SHS,1395.51,0.1356
5366,Location #2575,Zou,Djidja,443,172,20.9,0,0,0,Tier2,128.5,19.86,4168.42,2130.87,1450.02,1338.31,600.89,400.0,SHS,1450.02,0.1364
16074,Location #5345,Alibori,Banikoara,180,70,20.44,0,0,0,Tier2,52.2,8.07,9044.11,2130.87,1447.0,2939.85,600.89,400.0,SHS,1447.0,0.1265
5329,Banamè,Zou,Zagnanado,67,26,20.76,0,0,0,Tier1,19.4,0.91,77641.71,5309.13,2085.74,7676.64,460.54,150.0,SHS,2085.74,0.1215
1595,Ifangni,Plateau,Ifangni,54,21,13.32,0,0,0,Tier2,15.7,2.42,18824.26,2130.87,1400.29,6152.4,600.89,400.0,SHS,1400.29,0.1322
9100,Kpabegou,Donga,Copargo,80,31,2.78,0,0,0,Tier3,23.2,17.94,627.59,957.04,833.1,1039.39,1538.34,1500.0,Grid,627.59,0.2235
10219,Goua,Borgou,Bembereke,57,22,5.02,0,0,0,Tier2,16.5,2.56,6062.67,1881.62,1134.47,2325.75,627.67,400.0,SHS,1134.47,0.1447
1292,Houéyogbé,Mono,Houeyogbe,46,18,6.8,0,0,0,Tier2,13.3,2.06,9768.32,,1144.34,3769.73,,400.0,SHS,1144.34,0.1416
4438,Za-Gohoumé,Zou,Bohicon,191,74,0.23,0,0,0,Tier3,55.4,42.82,192.41,889.21,694.03,229.09,1705.69,1500.0,Grid,192.41,0.3188
441,Sègbohouè,Atlantique,Kpomasse,77,30,26.83,0,0,0,Tier1,22.3,1.04,87045.58,5309.13,2217.92,8607.56,460.54,150.0,SHS,2217.92,0.1128
5436,Setto,Zou,Djidja,36,14,1.67,0,0,0,Tier3,10.4,8.07,659.96,,695.37,1318.85,,1500.0,Grid,659.96,0.2169
625,Tori-Bossito,Atlantique,Kpomasse,271,105,12.86,0,0,0,Tier2,78.6,12.15,4189.09,2130.87,1397.27,1345.1,600.89,400.0,SHS,1397.27,0.1416
2887,Sakété,Plateau,Sakete,64,25,1.62,0,0,0,Tier3,18.6,14.35,442.37,889.21,695.32,811.71,1705.69,1500.0,Grid,442.37,0.2617
7378,Diepani,Donga,Bassila,124,48,40.74,0,0,0,Tier2,36.0,5.56,27384.86,2293.9,1742.62,8129.36,587.51,400.0,SHS,1742.62,0.0938
11464,Kouporgou,Atakora,Boukombe,52,20,25.45,0,1,0,Tier2,15.1,2.33,36655.17,2130.87,1479.89,12009.42,600.89,400.0,SHS,1479.89,0.2139
3492,Location #1912,Zou,Ouinhi,621,241,22.78,0,0,0,Tier3,180.1,139.22,754.96,1034.06,1014.55,1085.35,1404.46,1500.0,Grid,754.96,0.1897
3545,Location #14258,Zou,Ouinhi,49,19,16.65,0,0,0,Tier1,14.2,0.66,84961.17,,1996.32,8401.22,,150.0,SHS,1996.32,0.127
11375,Location #15835,Atakora,Boukombe,39,15,44.22,0,0,0,Tier1,11.3,0.53,307109.12,,2863.45,27561.33,,150.0,SHS,2863.45,0.0852
3426,Dogbo,Mono,Dogbo,784,304,5.97,0,0,1,Tier3,227.4,175.77,291.11,957.04,836.62,383.81,1538.34,1500.0,Grid,291.11,0.3142
16646,Kofounon,Alibori,Karimama,188,73,38.3,0,0,0,Tier2,54.5,8.43,17270.58,2293.9,1724.94,5116.52,587.51,400.0,SHS,1724.94,0.1001
6329,Location #1786,Collines,Save,673,261,10.86,0,0,0,Tier3,195.2,150.88,453.02,1034.06,998.9,589.45,1404.46,1500.0,Grid,453.02,0.27
10702,Location #2951,Atakora,Natitingou,379,147,8.67,0,0,0,Tier2,109.9,16.99,2023.8,1881.62,1154.65,751.94,627.67,400.0,SHS,1154.65,0.1522
10774,Location #15272,Atakora,Pehunco,44,17,44.29,0,0,0,Tier1,12.8,0.59,272939.64,,2865.28,24493.87,,150.0,SHS,2865.28,0.0853
16194,Bakou Bè,Alibori,Segbana,67,26,43.74,0,0,0,Tier1,19.4,0.91,177821.75,5798.61,2852.0,15954.95,456.51,150.0,SHS,2852.0,0.0871
13804,Location #11598,Atakora,Materi,64,25,16.38,0,0,0,Tier1,18.6,0.86,64493.41,5309.13,1990.31,6375.06,460.54,150.0,SHS,1990.31,0.128
2644,Djakotomey,Kouffo,Djakotomey,124,48,0.0,0,0,0,Tier3,36.0,27.8,179.93,889.21,693.82,200.0,1705.69,1500.0,Grid,179.93,0.319
5265,Location #8584,Zou,Djidja,98,38,19.34,0,0,0,Tier1,28.4,1.32,50232.16,5309.13,2054.93,4963.3,460.54,150.0,SHS,2054.93,0.1249
14279,Location #1656,Atakora,Materi,727,282,6.95,0,1,0,Tier3,210.9,162.99,315.2,957.04,837.71,430.74,1538.34,1500.0,Grid,315.2,0.4056
15813,Antéré,Alibori,Kandi,70,27,8.48,0,0,0,Tier2,20.3,3.14,8107.6,1881.62,1153.6,3122.6,627.67,400.0,SHS,1153.6,0.1401
15259,Mouné,Alibori,Kandi,211,82,12.72,0,0,0,Tier2,61.2,9.46,5131.63,2130.87,1396.35,1654.7,600.89,400.0,SHS,1396.35,0.1394
4933,Kétou,Plateau,Ketou,75,29,6.12,0,0,0,Tier2,21.8,3.36,5657.77,1881.62,1140.53,2167.98,627.67,400.0,SHS,1140.53,0.1438
1126,Tanta,Atlantique,Ze,1655,642,1.89,0,0,0,Tier3,480.1,371.04,191.76,889.21,695.57,227.59,1705.69,1500.0,Grid,191.76,0.375
8091,Tchaourou,Borgou,Tchaourou,52,20,1.5,0,0,0,Tier3,15.1,11.66,478.95,889.21,695.21,896.96,1705.69,1500.0,Grid,478.95,0.254
13468,Location #14655,Alibori,Gogounou,46,18,0.0,0,0,0,Tier3,13.3,10.31,179.93,,693.82,200.0,,1500.0,Grid,179.93,0.3159
3973,Location #6922,Zou,Zogbodomey,129,50,18.82,0,0,0,Tier2,37.4,5.78,11421.84,2130.87,1436.4,3720.88,600.89,400.0,SHS,1436.4,0.1269
1989,Sakété,Plateau,Sakete,90,35,1.38,0,0,0,Tier3,26.1,20.18,338.68,889.21,695.1,570.02,1705.69,1500.0,Grid,338.68,0.2838
14632,Location #9732,Alibori,Kandi,82,32,8.37,0,0,0,Tier2,23.8,3.68,6929.76,1881.62,1153.01,2663.63,627.67,400.0,SHS,1153.01,0.1407
1859,Lokossa,Mono,Dogbo,113,44,0.1,0,0,0,Tier3,32.8,25.33,189.09,889.21,693.91,221.37,1705.69,1500.0,Grid,189.09,0.3166
17035,Bouratébé,Borgou,Bembereke,155,60,13.88,0,0,0,Tier2,45.0,6.95,7282.28,2130.87,1403.97,2361.14,600.89,400.0,SHS,1403.97,0.1354
3069,Bopa,Mono,Bopa,82,32,6.42,0,0,0,Tier2,23.8,3.68,5456.46,1881.62,1142.22,2089.53,627.67,400.0,SHS,1142.22,0.1436
13308,Location #2310,Atakora,Toucountouna,503,195,23.38,0,0,0,Tier3,145.9,112.77,898.85,1034.06,1015.33,1321.68,1404.46,1500.0,Grid,898.85,0.1553
13270,Location #7649,Atakora,Materi,113,44,29.06,0,0,0,Tier2,32.8,5.07,19595.99,2130.87,1503.6,6405.89,600.89,400.0,SHS,1503.6,0.1109
13019,Kouandé,Atakora,Kouande,41,16,52.52,0,0,0,Tier1,11.9,0.55,,,3062.82,,,150.0,SHS,3062.82,0.0729
88,Grand-Popo,Mono,Grand-Popo,116,45,27.81,0,1,0,Tier2,33.6,5.2,18316.35,2130.87,1495.41,5985.56,600.89,400.0,SHS,1495.41,0.2129
373,Ouèssè,Atlantique,Ouidah,46,18,19.29,0,0,0,Tier1,13.3,0.62,104327.11,,2053.7,10318.3,,150.0,SHS,2053.7,0.1229
4395,Za-Gohoumé,Zou,Za-Kpota,650,252,2.76,0,0,0,Tier3,188.5,145.73,249.29,957.04,833.07,302.32,1538.34,1500.0,Grid,249.29,0.322
7324,Kikélé-Logba,Donga,Bassila,302,117,40.11,0,0,0,Tier2,87.6,13.54,11525.91,2293.9,1738.05,3405.3,587.51,400.0,SHS,1738.05,0.1019
8496,Faka Faka,Donga,Djougou,57,22,9.9,0,0,0,Tier2,16.5,2.56,11363.73,1881.62,1161.47,4391.41,627.67,400.0,SHS,1161.47,0.1374
1410,Bopa,Mono,Bopa,119,46,8.54,0,0,0,Tier2,34.5,5.34,5050.67,1881.62,1153.93,1931.41,627.67,400.0,SHS,1153.93,0.142
1228,Atchannou,Mono,Athieme,72,28,4.79,0,0,0,Tier3,20.9,16.14,1020.72,957.04,835.32,1805.33,1538.34,1500.0,SHS,835.32,0.1786
12454,Doh,Atakora,Pehunco,52,20,61.08,0,0,0,Tier1,15.1,0.7,,5798.61,3268.43,,456.51,150.0,SHS,3268.43,0.0605
5122,Singbègon,Zou,Djidja,52,20,2.11,0,0,0,Tier3,15.1,11.66,698.43,957.04,832.35,1177.41,1538.34,1500.0,Grid,698.43,0.2092
7009,Ouèssè,Collines,Ouesse,59,23,16.67,0,0,0,Tier1,17.1,0.8,71006.01,5309.13,1996.77,7019.76,460.54,150.0,SHS,1996.77,0.1274
3938,Pobè,Plateau,Pobe,44,17,2.24,0,0,0,Tier3,12.8,9.86,828.14,,832.5,1430.12,,1500.0,Grid,828.14,0.1828
2350,Djakotomey,Kouffo,Djakotomey,464,180,1.04,0,0,0,Tier3,134.6,104.03,203.13,889.21,694.78,254.08,1705.69,1500.0,Grid,203.13,0.3264
13073,Location #16802,Borgou,Bembereke,28,11,18.04,0,0,0,Tier1,8.1,0.38,159171.73,,2026.53,15747.52,,150.0,SHS,2026.53,0.1241
15028,Location #14599,Alibori,Banikoara,46,18,32.38,0,0,0,Tier1,13.3,0.62,191527.41,,2579.04,17185.34,,150.0,SHS,2579.04,0.1033
8115,Tchaourou,Borgou,Tchaourou,106,41,9.02,0,0,0,Tier2,30.7,4.75,5878.2,1881.62,1156.61,2253.87,627.67,400.0,SHS,1156.61,0.1407
3430,Location #4681,Atlantique,Toffo,211,82,5.32,0,0,0,Tier2,61.2,9.46,2170.19,1881.62,1136.15,808.98,627.67,400.0,SHS,1136.15,0.1505
223,Grand-Popo,Mono,Grand-Popo,103,40,16.33,0,0,0,Tier2,29.9,4.62,12353.39,2130.87,1420.07,4026.87,600.89,400.0,SHS,1420.07,0.1296
8329,Boutou,Donga,Bassila,59,23,6.53,0,0,0,Tier2,17.1,2.65,7457.92,1881.62,1142.8,2869.44,627.67,400.0,SHS,1142.8,0.1426
331,Sègbohouè,Atlantique,Kpomasse,144,56,22.82,0,0,0,Tier2,41.8,6.46,12344.58,2130.87,1462.64,4023.98,600.89,400.0,SHS,1462.64,0.1215
16102,Batran,Alibori,Banikoara,650,252,13.81,0,1,0,Tier3,188.5,145.73,528.05,1034.06,1002.77,712.68,1404.46,1500.0,Grid,528.05,0.3497
12958,Location #9400,Atakora,Kobli,85,33,36.74,0,0,0,Tier1,24.7,1.15,118507.78,5798.61,2683.78,10630.22,456.51,150.0,SHS,2683.78,0.0983
2030,Bopa,Kouffo,Lalo,85,33,5.43,0,0,0,Tier2,24.7,3.81,4562.19,1881.62,1136.72,1741.07,627.67,400.0,SHS,1136.72,0.1453
12281,Dipoli,Atakora,Boukombe,294,114,35.98,0,0,0,Tier2,85.3,13.18,10680.53,2293.9,1708.15,3153.48,587.51,400.0,SHS,1708.15,0.1078
9512,Location #4984,Donga,Copargo,198,77,15.4,0,0,0,Tier2,57.4,8.88,6417.83,2130.87,1413.96,2077.19,600.89,400.0,SHS,1413.96,0.1348
9208,Location #16512,Borgou,N'dali,34,13,41.01,0,0,0,Tier1,9.9,0.46,326532.84,,2786.3,29305.04,,150.0,SHS,2786.3,0.0899
3647,Klouékanmè,Kouffo,Klouekanme,224,87,4.56,0,0,0,Tier3,65.0,50.22,449.13,957.04,835.07,691.69,1538.34,1500.0,Grid,449.13,0.2623
2322,Location #6929,Atlantique,Toffo,129,50,14.59,0,0,0,Tier2,37.4,5.78,9012.94,2130.87,1408.63,2929.62,600.89,400.0,SHS,1408.63,0.1333
10990,Kalalé,Borgou,Kalale,1735,673,59.7,0,0,0,Tier3,503.3,388.97,,1084.43,1172.21,,1337.53,1500.0,Mini-grid,1084.43,0.1298
690,Houéyogbé,Mono,Houeyogbe,116,45,13.43,0,0,0,Tier2,33.6,5.2,9211.46,2130.87,1401.04,2994.82,600.89,400.0,SHS,1401.04,0.1345
11165,Kalalé,Borgou,Kalale,1961,761,48.34,0,0,0,Tier3,568.8,439.64,627.82,1084.43,1155.76,794.9,1337.53,1500.0,Grid,627.82,0.2304
4405,Pobè,Plateau,Pobe,206,80,0.02,0,0,0,Tier3,59.8,46.18,180.93,889.21,693.84,202.34,1705.69,1500.0,Grid,180.93,0.322
2671,Toffo,Atlantique,Toffo,1224,475,18.53,0,0,0,Tier3,355.0,274.41,438.39,1034.06,1008.97,565.43,1404.46,1500.0,Grid,438.39,0.2835
15998,Location #15134,Alibori,Banikoara,44,17,18.35,0,0,0,Tier1,12.8,0.59,103762.19,,2033.22,10262.38,,150.0,SHS,2033.22,0.1242
2618,Djakotomey,Kouffo,Djakotomey,88,34,3.05,0,0,0,Tier3,25.5,19.73,626.54,957.04,833.4,1037.33,1538.34,1500.0,Grid,626.54,0.2236
14955,Location #9824,Alibori,Banikoara,82,32,24.15,0,0,0,Tier1,23.8,1.11,73919.75,5309.13,2159.69,7308.2,460.54,150.0,SHS,2159.69,0.1171
3934,Adjahomey,Kouffo,Klouekanme,72,28,5.14,0,0,0,Tier2,20.9,3.23,5032.41,1881.62,1135.16,1924.29,627.67,400.0,SHS,1135.16,0.1452
8684,Location #11025,Borgou,Perere,70,27,21.13,0,0,0,Tier1,20.3,0.95,75705.87,5309.13,2093.88,7485.01,460.54,150.0,SHS,2093.88,0.1211
3238,Yoko,Plateau,Sakete,95,37,0.0,0,0,0,Tier3,27.6,21.3,179.93,889.21,693.82,200.0,1705.69,1500.0,Grid,179.93,0.3178
12999,Tayakou,Atakora,Tanguieta,90,35,10.42,0,0,0,Tier2,26.1,4.04,9208.64,2130.87,1381.25,2993.9,600.89,400.0,SHS,1381.25,0.138
6117,Aplahoué,Kouffo,Aplahoue,1423,552,11.67,0,0,0,Tier3,412.8,319.03,336.39,1034.06,999.96,397.9,1404.46,1500.0,Grid,336.39,0.3221
7206,Tchaourou,Borgou,Tchaourou,52,20,16.66,0,0,0,Tier1,15.1,0.7,80206.04,5309.13,1996.43,7930.49,460.54,150.0,SHS,1996.43,0.1271
4357,Aplahoué,Kouffo,Aplahoue,430,167,8.7,0,0,0,Tier2,124.7,19.28,1860.46,1881.62,1154.83,688.29,627.67,400.0,SHS,1154.83,0.1541
15019,Location #15898,Alibori,Banikoara,39,15,31.63,0,0,0,Tier1,11.3,0.53,220312.42,,2561.0,19769.42,,150.0,SHS,2561.0,0.1041
7273,Tchaourou,Borgou,Tchaourou,549,213,3.13,0,0,1,Tier3,159.2,123.08,267.37,957.04,833.48,337.56,1538.34,1500.0,Grid,267.37,0.3138
3601,Location #750,Zou,Zogbodomey,1668,647,18.71,0,0,0,Tier3,483.8,373.95,380.73,1034.06,1009.21,470.72,1404.46,1500.0,Grid,380.73,0.3125
9678,OUNREA,Borgou,Nikki,93,36,26.25,0,1,0,Tier2,27.0,4.17,21438.95,2130.87,1485.16,7011.26,600.89,400.0,SHS,1485.16,0.2143
4034,Aplahoué,Kouffo,Aplahoue,59,23,5.98,0,0,1,Tier2,17.1,2.65,6883.49,1881.62,1139.77,2645.6,627.67,400.0,SHS,1139.77,0.1434
12325,Manta,Atakora,Boukombe,106,41,25.34,0,0,0,Tier2,30.7,4.75,18268.65,2130.87,1479.22,5969.89,600.89,400.0,SHS,1479.22,0.1162
6880,Location #1093,Collines,Bante,1142,443,55.79,0,0,0,Tier3,331.3,256.03,,1084.43,1166.55,,1337.53,1500.0,Mini-grid,1084.43,0.112
14726,Location #5419,Alibori,Kandi,178,69,16.76,0,0,1,Tier2,51.6,7.98,7620.39,2130.87,1422.87,2472.2,600.89,400.0,SHS,1422.87,0.132
6213,Pobè,Plateau,Pobe,67,26,7.91,0,0,0,Tier2,19.4,3.0,7917.71,1881.62,1150.45,3048.6,627.67,400.0,SHS,1150.45,0.1408
7919,Akaradè,Donga,Bassila,62,24,13.62,0,0,0,Tier2,18.0,2.78,16847.94,2130.87,1402.29,5503.22,600.89,400.0,SHS,1402.29,0.132
3932,Kinta,Zou,Agbangnizoun,80,27,5.21,0,0,0,Tier2,23.2,3.59,4640.78,1881.62,1135.52,1771.69,627.67,400.0,SHS,1135.52,0.1454
16103,Location #1217,Alibori,Banikoara,1026,398,22.0,0,0,0,Tier3,297.6,230.02,530.96,1034.06,1013.52,717.46,1404.46,1500.0,Grid,530.96,0.2518
15666,Kongou,Alibori,Kandi,72,28,7.89,0,0,0,Tier2,20.9,3.23,7397.39,1881.62,1150.37,2845.85,627.67,400.0,SHS,1150.37,0.141
16085,Yossinandé,Alibori,Banikoara,284,110,14.88,0,0,0,Tier2,82.4,12.73,4553.59,2130.87,1410.56,1464.83,600.89,400.0,SHS,1410.56,0.139
14136,Sokotindji,Alibori,Segbana,142,55,58.05,0,0,0,Tier2,41.2,6.37,,2293.9,1867.89,,587.51,400.0,SHS,1867.89,0.0686
9468,N'Dali,Borgou,N'dali,39,15,9.66,0,0,0,Tier2,11.3,1.75,15946.19,,1160.14,6177.04,,400.0,SHS,1160.14,0.1371
10463,Guessou-Sud,Borgou,Bembereke,62,24,0.61,0,0,0,Tier3,18.0,13.9,281.56,889.21,694.39,436.89,1705.69,1500.0,Grid,281.56,0.2953
15158,Sonsoro,Alibori,Kandi,77,30,10.3,0,0,0,Tier2,22.3,3.45,10529.03,2130.87,1380.46,3427.61,600.89,400.0,SHS,1380.46,0.1376
11366,Beket,Atakora,Pehunco,149,58,60.31,0,0,0,Tier2,43.2,6.68,,2293.9,1884.25,,587.51,400.0,SHS,1884.25,0.0655
15086,Banikoara,Alibori,Banikoara,21,8,14.8,0,0,0,Tier2,6.1,0.94,52487.27,,1410.02,17209.88,,400.0,SHS,1410.02,0.1286
9676,Location #11609,Donga,Copargo,64,25,14.32,0,0,0,Tier2,18.6,2.87,17141.24,2130.87,1406.85,5599.57,600.89,400.0,SHS,1406.85,0.1311
7998,Taba,Donga,Bassila,31,12,16.97,0,0,0,Tier1,9.0,0.42,135563.83,,2003.24,13410.51,,150.0,SHS,2003.24,0.1258
11000,Boukombé,Atakora,Boukombe,137,53,29.81,0,0,0,Tier2,39.7,6.14,16687.26,2130.87,1508.51,5450.44,600.89,400.0,SHS,1508.51,0.1108
7687,Taba,Donga,Bassila,206,80,20.83,0,0,0,Tier2,59.8,9.24,8132.65,2130.87,1449.6,2640.46,600.89,400.0,SHS,1449.6,0.127
9746,Souarou,Borgou,N'dali,4318,1297,27.26,1,1,0,Tier4,1252.5,1936.13,201.39,896.96,,352.37,2408.93,,Grid,201.39,0.6915
10985,Kalalé,Borgou,Kalale,271,105,79.56,0,0,0,Tier2,78.6,12.15,,2293.9,2023.63,,587.51,400.0,SHS,2023.63,0.0415
14630,Fondo,Alibori,Segbana,57,22,67.89,0,0,0,Tier1,16.5,0.77,,5798.61,3431.93,,456.51,150.0,SHS,3431.93,0.0505
11811,Manta,Atakora,Boukombe,67,26,22.75,0,0,0,Tier1,19.4,0.91,84873.52,5309.13,2129.03,8392.54,460.54,150.0,SHS,2129.03,0.1186
5702,Dassa-Zoumé,Collines,Dassa-Zoume,454,176,12.69,0,0,0,Tier2,131.7,20.36,2756.11,2130.87,1396.14,874.4,600.89,400.0,SHS,1396.14,0.1491
2608,Adido,Plateau,Sakete,549,213,5.02,0,0,0,Tier3,159.2,123.08,310.05,957.04,835.57,420.71,1538.34,1500.0,Grid,310.05,0.3024
9634,Kori,Borgou,N'dali,1299,504,14.86,0,0,0,Tier3,376.8,291.23,383.94,1034.06,1004.15,476.01,1404.46,1500.0,Grid,383.94,0.3029
4291,Location #5570,Zou,Bohicon,170,66,0.37,0,0,0,Tier3,49.3,38.11,202.25,889.21,694.16,252.04,1705.69,1500.0,Grid,202.25,0.3158
16181,Goumori,Alibori,Banikoara,144,56,19.05,0,0,0,Tier2,41.8,6.46,10422.86,2130.87,1437.91,3392.74,600.89,400.0,SHS,1437.91,0.1272
14418,Gbéssaka,Alibori,Segbana,57,22,51.9,0,0,0,Tier1,16.5,0.77,,5798.61,3048.05,,456.51,150.0,SHS,3048.05,0.0744
12994,Location #15463,Atakora,Tanguieta,41,16,12.52,0,0,0,Tier2,11.9,1.84,23134.72,,1395.03,7568.28,,400.0,SHS,1395.03,0.1329
11462,Koukoua,Atakora,Boukombe,39,15,29.36,0,0,0,Tier1,11.3,0.53,185667.21,,2273.21,18370.38,,150.0,SHS,2273.21,0.1075
13530,Location #16993,Atakora,Toucountouna,23,9,25.31,0,0,0,Tier1,6.7,0.31,270385.99,,2184.91,26756.92,,150.0,SHS,2184.91,0.113
10343,Serekali,Borgou,Nikki,41,16,45.09,0,0,0,Tier1,11.9,0.55,297978.61,,2884.47,26741.67,,150.0,SHS,2884.47,0.084
8216,Tchaourou,Borgou,Tchaourou,39,15,9.14,0,0,0,Tier2,11.3,1.75,15127.11,,1157.28,5857.87,,400.0,SHS,1157.28,0.1378
2448,Location #7347,Kouffo,Lalo,121,47,10.53,0,0,0,Tier2,35.1,5.43,7098.17,2130.87,1381.99,2300.66,600.89,400.0,SHS,1381.99,0.139
10487,Location #12201,Atakora,Boukombe,62,24,11.78,0,0,0,Tier2,18.0,2.78,14664.38,2130.87,1390.2,4785.98,600.89,400.0,SHS,1390.2,0.1348
15737,Sompérekou,Alibori,Banikoara,593,230,3.38,0,0,0,Tier3,172.0,132.95,267.32,957.04,833.75,337.46,1538.34,1500.0,Grid,267.32,0.3152
3435,Allada,Atlantique,Toffo,129,50,6.84,0,0,0,Tier2,37.4,5.78,3890.82,1881.62,1144.53,1479.45,627.67,400.0,SHS,1144.53,0.1449
2433,Location #2862,Plateau,Adja-Ouere,403,153,3.43,0,0,0,Tier3,116.9,90.35,302.05,957.04,833.81,405.12,1538.34,1500.0,Grid,302.05,0.3006
3472,Tozoumè,Kouffo,Toviklin,131,51,8.85,0,0,0,Tier2,38.0,5.87,4792.44,1881.62,1155.67,1830.79,627.67,400.0,SHS,1155.67,0.142
11268,Kouporgou,Atakora,Boukombe,82,32,27.68,0,0,0,Tier1,23.8,1.11,84402.03,5309.13,2236.49,8345.87,460.54,150.0,SHS,2236.49,0.1118
15803,Monlor Monlor,Alibori,Segbana,103,40,32.46,0,0,0,Tier2,29.9,4.62,26296.49,2293.9,1682.66,7805.15,587.51,400.0,SHS,1682.66,0.1054
56,Grand-Popo,Mono,Grand-Popo,41,16,34.64,0,0,0,Tier1,11.9,0.55,229441.9,,2633.4,20589.0,,150.0,SHS,2633.4,0.0997
7092,Kpakpanin,Borgou,Tchaourou,52,20,3.13,0,0,0,Tier3,15.1,11.66,942.8,957.04,833.48,1653.52,1538.34,1500.0,SHS,833.48,0.1807
14484,Boukoubourou,Atakora,Kerou,28,11,40.95,0,0,0,Tier1,8.1,0.38,395443.68,,2784.89,35491.3,,150.0,SHS,2784.89,0.0897
2541,Ajentemei,Kouffo,Djakotomey,253,98,3.4,0,0,0,Tier3,73.4,56.72,363.22,957.04,833.78,524.31,1538.34,1500.0,Grid,363.22,0.2824
8256,Boutou,Donga,Bassila,320,124,2.96,0,0,0,Tier3,92.8,71.74,311.27,957.04,833.29,423.09,1538.34,1500.0,Grid,311.27,0.2961
16604,Bambaga,Alibori,Banikoara,119,46,32.13,0,0,0,Tier2,34.5,5.34,22638.04,2293.9,1680.26,6715.38,587.51,400.0,SHS,1680.26,0.1066
6488,Savalou,Collines,Savalou,1062,412,34.64,0,0,0,Tier3,308.0,238.09,756.94,1084.43,1135.93,987.2,1337.53,1500.0,Grid,756.94,0.1891
15965,Kokey,Alibori,Banikoara,59,23,15.19,0,0,0,Tier1,17.1,0.8,64897.62,5309.13,1964.57,6415.07,460.54,150.0,SHS,1964.57,0.1296
10869,Koumagou,Atakora,Boukombe,90,35,28.88,0,0,0,Tier1,26.1,1.22,80353.04,5309.13,2262.75,7945.05,460.54,150.0,SHS,2262.75,0.1103
2149,Lobogo,Mono,Bopa,44,17,0.98,0,0,0,Tier3,12.8,9.86,410.39,,694.73,737.16,,1500.0,Grid,410.39,0.2682
16225,Location #16482,Atakora,Kerou,34,13,60.72,0,0,0,Tier1,9.9,0.46,,,3259.72,,,150.0,SHS,3259.72,0.0603
14741,Djotinga,Atakora,Kerou,62,24,54.38,0,0,0,Tier1,18.0,0.84,,5798.61,3107.61,,456.51,150.0,SHS,3107.61,0.0709
31,Djondji,Atlantique,Ouidah,222,86,33.23,0,0,0,Tier2,64.4,9.95,12892.75,2293.9,1688.25,3812.45,587.51,400.0,SHS,1688.25,0.109
6089,Kassèhlo,Zou,Djidja,495,192,5.77,0,0,0,Tier2,143.6,22.2,1328.96,1881.62,1138.6,481.18,627.67,400.0,SHS,1138.6,0.1611
4846,Location #1412,Zou,Za-Kpota,889,338,1.13,0,0,0,Tier3,257.9,199.31,193.09,889.21,694.87,230.68,1705.69,1500.0,Grid,193.09,0.3452
11770,Gnanro,Borgou,Sinende,62,24,29.14,0,0,0,Tier1,18.0,0.84,116682.57,5309.13,2268.27,11541.4,460.54,150.0,SHS,2268.27,0.1088
774,Tori-Bossito,Atlantique,Tori-Bossito,49,19,0.82,0,0,0,Tier3,14.2,10.99,353.32,,694.58,604.15,,1500.0,Grid,353.32,0.2801
5047,Location #4501,Zou,Djidja,222,86,4.76,0,0,0,Tier3,64.4,49.77,462.37,957.04,835.28,717.48,1538.34,1500.0,Grid,462.37,0.2593
