settlement_id,name,admin1,admin2,population,num_buildings,distance_to_grid_km,has_health,has_education,has_nightlight,demand_tier,final_connections,final_demand_mwh,grid_lcoe,minigrid_lcoe,shs_lcoe,grid_cost_per_conn,minigrid_cost_per_conn,shs_cost_per_conn,least_cost_technology,least_cost_lcoe,priority_score
16664,Malanville,Alibori,Malanville,44,17,21.54,0,1,0,Tier2,12.8,1.97,36663.68,,1454.23,12012.21,,400.0,SHS,1454.23,0.2195
5098,Location #7909,Zou,Djidja,108,42,10.62,0,0,0,Tier2,31.3,4.84,7927.91,2130.87,1382.57,2573.21,600.89,400.0,SHS,1382.57,0.1384
781,Dahè,Mono,Houeyogbe,198,77,12.38,0,0,0,Tier2,57.4,8.88,5296.09,2130.87,1394.11,1708.72,600.89,400.0,SHS,1394.11,0.1394
13578,Kouarfa,Atakora,Toucountouna,1297,415,28.22,0,1,0,Tier3,376.2,290.78,535.63,1034.06,1021.69,725.13,1404.46,1500.0,Grid,535.63,0.3524
1644,Bopa,Mono,Bopa,281,109,4.04,0,0,0,Tier3,81.5,63.0,374.91,957.04,834.49,547.08,1538.34,1500.0,Grid,374.91,0.2802
11095,Location #15653,Borgou,Bembereke,41,16,23.61,0,0,0,Tier1,11.9,0.55,142514.86,,2147.93,14098.61,,150.0,SHS,2147.93,0.1162
9122,Tchalinga,Donga,Ouake,106,41,10.55,0,0,0,Tier2,30.7,4.75,8017.51,2130.87,1382.13,2602.64,600.89,400.0,SHS,1382.13,0.1384
3331,Illosso-Saharo,Plateau,Sakete,101,39,0.85,0,0,0,Tier3,29.3,22.64,266.87,889.21,694.61,402.66,1705.69,1500.0,Grid,266.87,0.2994
11298,Takotiéta,Atakora,Boukombe,72,28,36.11,0,0,0,Tier1,20.9,0.97,137150.46,5798.61,2668.76,12303.81,456.51,150.0,SHS,2668.76,0.0987
11071,Location #12525,Borgou,Bembereke,59,23,13.59,0,0,0,Tier2,17.1,2.65,17622.02,2130.87,1402.04,5757.49,600.89,400.0,SHS,1402.04,0.132
1111,Location #13073,Plateau,Sakete,54,21,1.67,0,0,0,Tier3,15.7,12.11,499.39,889.21,695.36,944.59,1705.69,1500.0,Grid,499.39,0.2498
7190,Tchaourou,Borgou,Tchaourou,64,25,14.08,0,1,0,Tier2,18.6,2.87,16863.3,2130.87,1405.26,5508.27,600.89,400.0,SHS,1405.26,0.2314
9347,Karhoum-Dora,Donga,Copargo,36,14,9.59,0,0,0,Tier2,10.4,1.61,17099.88,,1159.74,6626.6,,400.0,SHS,1159.74,0.1371
16667,Kandérou,Alibori,Karimama,85,33,39.17,0,0,0,Tier1,24.7,1.15,126207.24,5798.61,2742.26,11321.42,456.51,150.0,SHS,2742.26,0.0946
9616,Ouenou,Borgou,Nikki,34,13,66.56,0,0,0,Tier1,9.9,0.46,,,3400.18,,,150.0,SHS,3400.18,0.0515
16726,Location #17094,Alibori,Banikoara,21,8,24.77,0,0,0,Tier1,6.1,0.28,289702.91,,2173.21,28669.15,,150.0,SHS,2173.21,0.1137
11969,Kalalé,Borgou,Kalale,268,104,61.46,0,0,0,Tier2,77.7,12.02,,2293.9,1892.62,,587.51,400.0,SHS,1892.62,0.0685
14003,Location #16590,Alibori,Gogounou,31,12,7.72,0,0,0,Tier2,9.0,1.39,16038.92,,1149.43,6213.18,,400.0,SHS,1149.43,0.1397
13780,Sori,Alibori,Gogounou,49,19,5.46,0,0,0,Tier2,14.2,2.2,7507.54,,1136.9,2888.77,,400.0,SHS,1136.9,0.1438
1667,Bopa,Mono,Bopa,67,26,3.97,0,0,0,Tier3,19.4,15.02,930.4,957.04,834.41,1629.37,1538.34,1500.0,SHS,834.41,0.1798
13479,Materi,Atakora,Materi,82,32,17.62,0,0,0,Tier1,23.8,1.11,54483.83,5309.13,2017.29,5384.18,460.54,150.0,SHS,2017.29,0.1269
7646,Tchaourou,Borgou,Tchaourou,52,20,1.63,0,0,0,Tier3,15.1,11.66,505.17,889.21,695.33,958.09,1705.69,1500.0,Grid,505.17,0.2486
17103,KORA SEKO KPAROU,Borgou,Nikki,39,15,59.98,0,0,0,Tier1,11.3,0.53,,,3242.07,,,150.0,SHS,3242.07,0.0616
8221,Location #4166,Borgou,Perere,245,95,3.3,0,0,0,Tier3,71.1,54.93,363.74,957.04,833.67,525.31,1538.34,1500.0,Grid,363.74,0.2821
15697,Banikoara,Alibori,Banikoara,31,12,5.79,0,0,0,Tier2,9.0,1.39,12166.32,,1138.7,4704.15,,400.0,SHS,1138.7,0.1426
12821,Location #6753,Atakora,Kobli,134,52,44.61,0,0,0,Tier2,38.9,6.01,27737.42,2293.9,1770.63,8234.38,587.51,400.0,SHS,1770.63,0.0884
1532,Kpinnou,Mono,Athieme,59,23,2.2,0,0,0,Tier3,17.1,13.23,658.59,957.04,832.45,1099.77,1538.34,1500.0,Grid,658.59,0.2173
8787,Wondou,Borgou,Perere,121,47,14.88,0,0,0,Tier2,35.1,5.43,9740.26,2130.87,1410.56,3168.52,600.89,400.0,SHS,1410.56,0.1325
16683,Malanville,Alibori,Malanville,376,146,17.9,0,0,0,Tier2,109.1,16.86,4200.79,2130.87,1430.36,1348.94,600.89,400.0,SHS,1430.36,0.1382
11924,Kouandé,Atakora,Kouande,36,14,46.36,0,0,0,Tier1,10.4,0.49,348516.55,,2914.94,31278.56,,150.0,SHS,2914.94,0.0819
5802,Location #11322,Collines,Save,67,26,4.59,0,0,0,Tier3,19.4,15.02,1044.66,957.04,835.09,1851.98,1538.34,1500.0,SHS,835.09,0.1788
12421,Location #12026,Atakora,Boukombe,62,24,28.23,0,0,0,Tier1,18.0,0.84,113120.95,5309.13,2248.54,11188.83,460.54,150.0,SHS,2248.54,0.1101
7663,Pénélan,Donga,Bassila,57,22,25.75,0,0,0,Tier1,16.5,0.77,112245.27,5309.13,2194.49,11102.14,460.54,150.0,SHS,2194.49,0.1137
1097,Ahouango,Atlantique,Allada,54,21,0.29,0,0,0,Tier3,15.7,12.11,236.06,889.21,694.09,330.83,1705.69,1500.0,Grid,236.06,0.3045
4035,Aplahoué,Kouffo,Aplahoue,425,165,5.38,0,0,0,Tier2,123.3,19.06,1390.77,1881.62,1136.44,505.27,627.67,400.0,SHS,1136.44,0.1589
11515,Péhunco,Atakora,Pehunco,80,31,61.27,0,0,0,Tier1,23.2,1.08,,5798.61,3273.04,,456.51,150.0,SHS,3273.04,0.0613
15005,Location #11997,Alibori,Banikoara,62,24,20.71,0,0,0,Tier1,18.0,0.84,83552.44,5309.13,2084.74,8261.76,460.54,150.0,SHS,2084.74,0.1214
1758,Ahouango,Atlantique,Allada,332,129,3.05,0,0,0,Tier3,96.3,74.43,310.57,957.04,833.39,421.72,1538.34,1500.0,Grid,310.57,0.2966
8594,Gninsy,Borgou,Perere,57,22,15.43,0,0,0,Tier1,16.5,0.77,68113.92,5309.13,1969.73,6733.46,460.54,150.0,SHS,1969.73,0.1291
16636,Ougoubigo,Alibori,Banikoara,44,17,36.15,0,0,0,Tier1,12.8,0.59,223200.09,,2669.74,20028.66,,150.0,SHS,2669.74,0.0975
8649,Wassa,Donga,Djougou,54,21,5.92,0,0,1,Tier2,15.7,2.42,7398.78,1881.62,1139.46,2846.39,627.67,400.0,SHS,1139.46,0.1433
8932,Djougou,Donga,Djougou,98,38,11.39,0,0,0,Tier2,28.4,4.39,9244.24,2130.87,1387.64,3005.59,600.89,400.0,SHS,1387.64,0.1368
10599,Location #14891,Atakora,Natitingou,46,18,4.2,0,0,0,Tier3,13.3,10.31,1327.65,,834.66,2403.34,,1500.0,SHS,834.66,0.1786
4731,Mlinkpin-Guingnin,Zou,Za-Kpota,276,107,9.42,0,0,0,Tier2,80.1,12.38,2720.87,1881.62,1158.81,1023.56,627.67,400.0,SHS,1158.81,0.1469
4835,Zangnanado,Zou,Zagnanado,307,119,2.77,0,0,0,Tier3,89.0,68.83,308.56,957.04,833.08,417.8,1538.34,1500.0,Grid,308.56,0.2964
347,Ouidah,Atlantique,Ouidah,173,67,14.57,0,0,0,Tier2,50.2,7.76,6891.57,2130.87,1408.51,2232.8,600.89,400.0,SHS,1408.51,0.1351
6792,Ouèssè,Collines,Ouesse,459,178,21.0,0,0,0,Tier2,133.1,20.58,4064.09,2130.87,1450.7,1304.04,600.89,400.0,SHS,1450.7,0.1369
16735,Ankouamon,Alibori,Banikoara,52,20,39.38,0,0,0,Tier1,15.1,0.7,205901.22,5798.61,2747.25,18475.7,456.51,150.0,SHS,2747.25,0.093
2898,Dogbo,Mono,Dogbo,77,30,0.43,0,0,0,Tier3,22.3,17.26,237.55,889.21,694.22,334.3,1705.69,1500.0,Grid,237.55,0.3049
13829,Bobéna,Alibori,Segbana,995,386,72.23,0,1,0,Tier3,288.6,223.07,,1084.43,1190.35,,1337.53,1500.0,Mini-grid,1084.43,0.1815
11943,Location #14222,Atakora,Natitingou,49,19,14.77,0,0,0,Tier2,14.2,2.2,22849.61,,1409.81,7474.63,,400.0,SHS,1409.81,0.1298
6122,Agbangnizoun,Zou,Agbangnizoun,544,211,2.17,0,0,0,Tier3,157.8,121.96,246.17,957.04,832.42,296.25,1538.34,1500.0,Grid,246.17,0.3193
342,Sazué,Mono,Grand-Popo,75,29,15.45,0,1,1,Tier2,21.8,3.36,15841.42,2130.87,1414.3,5172.61,600.89,400.0,SHS,1414.3,0.2298
9588,TININGOU,Donga,Copargo,170,66,17.06,0,0,0,Tier2,49.3,7.62,8074.16,2130.87,1424.82,2621.25,600.89,400.0,SHS,1424.82,0.1312
3293,Bopa,Mono,Bopa,82,32,2.51,0,0,0,Tier3,23.8,18.38,575.84,957.04,832.79,938.55,1538.34,1500.0,Grid,575.84,0.2343
13107,Location #10193,Atakora,Tanguieta,77,30,16.35,0,0,0,Tier1,22.3,1.04,53876.65,5309.13,1989.72,5324.08,460.54,150.0,SHS,1989.72,0.1286
14536,Location #16664,Alibori,Kandi,31,12,4.34,0,0,0,Tier3,9.0,6.95,1929.59,,834.82,3576.13,,1500.0,SHS,834.82,0.1778
5081,Location #6695,Zou,Djidja,134,52,15.82,0,0,0,Tier2,38.9,6.01,9374.99,2130.87,1416.68,3048.54,600.89,400.0,SHS,1416.68,0.1316
8570,Location #14216,Donga,Ouake,49,19,9.81,0,0,0,Tier2,14.2,2.2,13008.57,,1160.98,5032.35,,400.0,SHS,1160.98,0.1372
4776,Location #13556,Zou,Cove,52,20,5.03,0,0,0,Tier2,15.1,2.33,6598.33,1881.62,1134.52,2534.48,627.67,400.0,SHS,1134.52,0.1445
4049,Ichougbo,Plateau,Adja-Ouere,70,27,5.54,0,0,0,Tier2,20.3,3.14,5507.13,1881.62,1137.33,2109.28,627.67,400.0,SHS,1137.33,0.1445
9939,Lalo,Kouffo,Lalo,317,123,15.14,0,0,0,Tier2,91.9,14.21,4212.59,2130.87,1412.26,1352.82,600.89,400.0,SHS,1412.26,0.14
4774,Aplahoué,Kouffo,Aplahoue,70,27,4.49,0,0,0,Tier3,20.3,15.69,991.26,957.04,834.99,1747.93,1538.34,1500.0,SHS,834.99,0.1791
3454,Pobè,Plateau,Adja-Ouere,67,26,6.31,0,0,0,Tier2,19.4,3.0,6436.96,1881.62,1141.59,2471.6,627.67,400.0,SHS,1141.59,0.1432
483,Agonkanmè,Atlantique,Kpomasse,49,19,25.86,0,0,1,Tier1,14.2,0.66,130749.81,,2196.78,12933.96,,150.0,SHS,2196.78,0.1132
10327,Location #10516,Borgou,Bembereke,75,29,0.04,0,0,0,Tier3,21.8,16.81,185.99,889.21,693.86,214.13,1705.69,1500.0,Grid,185.99,0.3157
12552,Kalalé,Borgou,Kalale,101,39,68.09,0,0,0,Tier2,29.3,4.53,,2293.9,1940.58,,587.51,400.0,SHS,1940.58,0.0519
8981,Djougou,Donga,Djougou,184,51,2.57,0,0,0,Tier3,53.4,41.25,369.66,957.04,832.86,536.86,1538.34,1500.0,Grid,369.66,0.2796
3946,Pobè,Plateau,Pobe,36,14,5.31,0,0,0,Tier2,10.4,1.61,9741.63,,1136.07,3759.33,,400.0,SHS,1136.07,0.1435
3966,Ojassa,Plateau,Pobe,93,36,10.58,0,0,0,Tier2,27.0,4.17,9057.6,2130.87,1382.28,2944.29,600.89,400.0,SHS,1382.28,0.1379
12502,Kpénati,Borgou,Sinende,34,13,32.43,0,0,0,Tier1,9.9,0.46,258758.26,,2580.41,23220.78,,150.0,SHS,2580.41,0.1027
7815,Taba,Donga,Bassila,77,30,23.57,0,0,0,Tier1,22.3,1.04,76745.38,5309.13,2147.05,7587.91,460.54,150.0,SHS,2147.05,0.1177
6315,Dassa-Zoumé,Collines,Dassa-Zoume,106,41,0.37,0,0,0,Tier3,30.7,23.76,216.16,889.21,694.17,284.44,1705.69,1500.0,Grid,216.16,0.3105
7807,Tchaourou,Borgou,Tchaourou,46,18,13.49,0,0,0,Tier2,13.3,2.06,22253.85,,1401.43,7278.93,,400.0,SHS,1401.43,0.1316
10551,Keroukpogo,Borgou,Bembereke,106,41,0.59,0,0,0,Tier3,30.7,23.76,237.75,889.21,694.37,334.78,1705.69,1500.0,Grid,237.75,0.3058
3282,Location #12099,Atlantique,Allada,62,24,4.33,0,0,0,Tier3,18.0,13.9,1061.88,957.04,834.81,1885.53,1538.34,1500.0,SHS,834.81,0.179
4678,Banamè,Zou,Zagnanado,54,21,5.31,0,0,0,Tier2,15.7,2.42,6692.51,1881.62,1136.05,2571.18,627.67,400.0,SHS,1136.05,0.1442
8397,Sèmèrè II,Donga,Ouake,88,34,0.0,0,0,0,Tier3,25.5,19.73,179.93,889.21,693.82,200.0,1705.69,1500.0,Grid,179.93,0.3175
11116,Papara,Borgou,Bembereke,121,47,21.31,0,0,0,Tier2,35.1,5.43,13643.44,2130.87,1452.76,4450.62,600.89,400.0,SHS,1452.76,0.1229
9998,Location #7876,Plateau,Sakete,111,43,12.64,0,0,0,Tier2,32.2,4.98,9065.98,2130.87,1395.8,2947.04,600.89,400.0,SHS,1395.8,0.1355
5438,Location #12666,Zou,Djidja,57,22,21.03,0,0,0,Tier1,16.5,0.77,92060.72,5309.13,2091.69,9104.02,460.54,150.0,SHS,2091.69,0.1207
15684,Kongou,Alibori,Kandi,281,109,5.93,0,0,0,Tier2,81.5,12.6,1914.31,1881.62,1139.5,709.27,627.67,400.0,SHS,1139.5,0.1523
9106,Ouaké,Donga,Ouake,54,21,9.29,0,0,0,Tier2,15.7,2.42,11263.24,1881.62,1158.1,4352.25,627.67,400.0,SHS,1158.1,0.1382
6309,Dassa-Zoumé,Collines,Dassa-Zoume,433,168,6.45,0,0,0,Tier2,125.6,19.42,1529.54,1881.62,1142.37,559.34,627.67,400.0,SHS,1142.37,0.1576
13816,Zoungou-Pantrossi,Alibori,Gogounou,67,26,14.78,0,0,0,Tier2,19.4,3.0,16915.18,2130.87,1409.91,5525.31,600.89,400.0,SHS,1409.91,0.1305
5640,Dassa-Zoumé,Collines,Dassa-Zoume,52,20,1.35,0,0,0,Tier3,15.1,11.66,449.09,889.21,695.07,827.38,1705.69,1500.0,Grid,449.09,0.2602
7191,Manigri,Donga,Bassila,46,18,52.12,0,0,0,Tier1,13.3,0.62,,,3053.15,,,150.0,SHS,3053.15,0.0737
3743,Kowamè,Kouffo,Lalo,441,171,11.28,0,1,0,Tier3,127.9,98.87,591.73,1034.06,999.45,817.27,1404.46,1500.0,Grid,591.73,0.3324
17090,Sekere,Borgou,Sinende,44,17,30.99,0,1,0,Tier2,12.8,1.97,57817.08,,1671.99,17194.5,,400.0,SHS,1671.99,0.2053
13085,Gamia,Borgou,Bembereke,131,51,1.48,0,0,0,Tier3,38.0,29.37,297.27,889.21,695.2,473.51,1705.69,1500.0,Grid,297.27,0.2936
5824,Savalou,Collines,Savalou,85,33,28.78,0,0,0,Tier1,24.7,1.15,84646.14,5309.13,2260.4,8370.03,460.54,150.0,SHS,2260.4,0.1102
14685,Location #12650,Atakora,Kerou,59,23,50.08,0,0,0,Tier1,17.1,0.8,,5798.61,3004.14,,456.51,150.0,SHS,3004.14,0.0772
16751,Bagudo,Alibori,Malanville,186,72,25.8,0,0,0,Tier2,54.0,8.34,10893.64,2130.87,1482.21,3547.38,600.89,400.0,SHS,1482.21,0.1187
5039,Za-Tanta,Zou,Za-Kpota,209,81,8.21,0,0,0,Tier2,60.6,9.37,3039.95,1881.62,1152.11,1147.9,627.67,400.0,SHS,1152.11,0.146
5756,Dassa-Zoumé,Collines,Dassa-Zoume,121,47,9.14,0,0,0,Tier2,35.1,5.43,5283.63,1881.62,1157.24,2022.19,627.67,400.0,SHS,1157.24,0.1411
4856,Toué,Zou,Cove,111,43,3.75,0,0,0,Tier3,32.2,24.89,615.15,957.04,834.17,1015.14,1538.34,1500.0,Grid,615.15,0.2258
2828,Ita-Djebou,Plateau,Sakete,64,25,0.01,0,0,0,Tier3,18.6,14.35,180.88,889.21,693.83,202.22,1705.69,1500.0,Grid,180.88,0.3164
11734,Dipoli,Atakora,Boukombe,41,16,36.91,0,0,0,Tier1,11.9,0.55,244332.04,,2687.95,21925.71,,150.0,SHS,2687.95,0.0963
1454,Doutou,Mono,Houeyogbe,64,25,4.44,0,0,0,Tier3,18.6,14.35,1055.64,957.04,834.93,1873.37,1538.34,1500.0,SHS,834.93,0.1789
1200,Tori-Bossito,Atlantique,Tori-Bossito,80,31,1.72,0,0,0,Tier3,23.2,17.94,401.91,889.21,695.41,717.39,1705.69,1500.0,Grid,401.91,0.2702
15755,Location #16277,Alibori,Banikoara,36,14,9.95,0,0,0,Tier2,10.4,1.61,17722.77,,1161.74,6869.32,,400.0,SHS,1161.74,0.1365
7233,Tchaourou,Borgou,Tchaourou,62,24,3.85,0,0,0,Tier3,18.0,13.9,966.31,957.04,834.28,1699.33,1538.34,1500.0,SHS,834.28,0.1798
4159,Location #2021,Kouffo,Klouekanme,582,226,0.83,0,0,0,Tier3,168.8,130.48,194.61,889.21,694.59,234.22,1705.69,1500.0,Grid,194.61,0.3331
9057,Djougou,Donga,Djougou,165,64,4.8,0,0,0,Tier3,47.9,36.99,556.8,957.04,835.32,901.46,1538.34,1500.0,Grid,556.8,0.238
9981,Location #10884,Kouffo,Djakotomey,72,28,1.65,0,0,0,Tier3,20.9,16.14,416.73,889.21,695.35,751.95,1705.69,1500.0,Grid,416.73,0.2671
2125,Location #2453,Atlantique,Allada,469,182,13.38,0,0,0,Tier2,136.0,21.03,2799.13,2130.87,1400.69,888.53,600.89,400.0,SHS,1400.69,0.1487
9809,Location #11358,Borgou,N'dali,67,26,3.02,0,0,0,Tier3,19.4,15.02,755.18,957.04,833.36,1287.98,1538.34,1500.0,Grid,755.18,0.1971
8326,Gah Gbérou,Borgou,Perere,70,27,0.0,0,0,0,Tier3,20.3,15.69,179.93,889.21,693.82,200.0,1705.69,1500.0,Grid,179.93,0.3168
14478,Gbéssaka,Alibori,Segbana,137,53,51.14,0,0,0,Tier2,39.7,6.14,,2293.9,1817.89,,587.51,400.0,SHS,1817.89,0.0788
12973,Tayakou,Atakora,Tanguieta,335,130,6.03,0,0,0,Tier2,97.2,15.02,1723.02,1881.62,1140.08,634.73,627.67,400.0,SHS,1140.08,0.1543
11696,Natitingou,Atakora,Natitingou,70,27,6.18,0,0,0,Tier2,20.3,3.14,6073.47,1881.62,1140.88,2329.96,627.67,400.0,SHS,1140.88,0.1435
3047,Bopa,Mono,Bopa,72,28,2.06,0,0,0,Tier3,20.9,16.14,551.8,957.04,832.3,891.72,1538.34,1500.0,Grid,551.8,0.2394
14034,Gamboré,Atakora,Kerou,28,11,53.02,0,0,0,Tier1,8.1,0.38,,,3074.98,,,150.0,SHS,3074.98,0.0716
13335,Tanguieta,Atakora,Tanguieta,111,43,5.09,0,0,0,Tier2,32.2,4.98,3448.86,1881.62,1134.87,1307.24,627.67,400.0,SHS,1134.87,0.1468
13407,Location #10149,Alibori,Segbana,77,30,78.0,0,0,0,Tier1,22.3,1.04,,5798.61,3674.78,,456.51,150.0,SHS,3674.78,0.0361
10317,BAANI,Borgou,Nikki,116,45,42.3,0,0,0,Tier2,33.6,5.2,30309.52,2293.9,1753.91,9000.55,587.51,400.0,SHS,1753.91,0.0912
13761,Location #9162,Atakora,Materi,90,35,27.38,0,0,0,Tier1,26.1,1.22,76280.3,5309.13,2230.0,7541.87,460.54,150.0,SHS,2230.0,0.1125
13147,Location #1456,Atakora,Kobli,840,326,35.8,0,0,0,Tier3,243.7,188.32,918.86,1084.43,1137.6,1228.37,1337.53,1500.0,Grid,918.86,0.1461
1029,Kpanroun,Atlantique,Abomey-Calavi,183,71,2.23,0,0,0,Tier3,53.1,41.03,347.38,957.04,832.48,493.44,1538.34,1500.0,Grid,347.38,0.2845
2945,Igbo-Assan,Ouémé,Bonou,139,54,6.39,0,0,0,Tier2,40.3,6.23,3454.51,1881.62,1142.05,1309.44,627.67,400.0,SHS,1142.05,0.146
6342,Location #7666,Collines,Save,113,44,10.51,0,0,0,Tier2,32.8,5.07,7537.33,2130.87,1381.86,2444.92,600.89,400.0,SHS,1381.86,0.1388
9430,Location #8671,Donga,Djougou,95,37,27.98,0,0,0,Tier1,27.6,1.28,73919.57,5309.13,2243.09,7308.18,460.54,150.0,SHS,2243.09,0.1118
2797,Location #8135,Kouffo,Lalo,106,41,6.19,0,0,0,Tier2,30.7,4.75,4226.51,1881.62,1140.96,1610.26,627.67,400.0,SHS,1140.96,0.1449
16791,Malanville,Alibori,Malanville,149,58,5.22,0,1,0,Tier2,43.2,6.68,2777.27,1881.62,1135.58,1045.54,627.67,400.0,SHS,1135.58,0.2481
3025,Dogbo,Mono,Dogbo,276,107,3.49,0,0,0,Tier3,80.1,61.88,353.4,957.04,833.88,505.17,1538.34,1500.0,Grid,353.4,0.2851
8989,Djougou,Donga,Djougou,131,51,2.19,0,0,0,Tier3,38.0,29.37,403.72,957.04,832.44,603.21,1538.34,1500.0,Grid,403.72,0.2712
6020,Djidja,Zou,Djidja,36,14,15.67,0,0,0,Tier1,10.4,0.49,108239.34,,1974.96,10705.59,,150.0,SHS,1974.96,0.1279
7913,Parakou,Borgou,Parakou,358,139,1.16,0,0,0,Tier3,103.8,80.26,213.38,889.21,694.89,277.98,1705.69,1500.0,Grid,213.38,0.3199
11507,Kouaba,Atakora,Natitingou,77,30,16.32,0,0,0,Tier1,22.3,1.04,53771.27,5309.13,1989.0,5313.64,460.54,150.0,SHS,1989.0,0.1286
5135,Kétou,Plateau,Ketou,41,16,17.36,0,0,0,Tier1,11.9,0.55,105345.89,,2011.77,10419.16,,150.0,SHS,2011.77,0.1256
13489,Materi,Atakora,Materi,72,28,16.9,0,0,0,Tier1,20.9,0.97,59344.13,5309.13,2001.77,5865.32,460.54,150.0,SHS,2001.77,0.1275
1072,Allada,Atlantique,Allada,49,19,0.41,0,0,0,Tier3,14.2,10.99,267.23,,694.2,403.48,,1500.0,Grid,267.23,0.2979
7384,Tchaourou,Borgou,Tchaourou,57,22,30.52,0,1,0,Tier2,16.5,2.56,44140.9,2293.9,1668.61,13120.64,587.51,400.0,SHS,1668.61,0.2065
11614,Boukombé,Atakora,Boukombe,116,45,37.89,0,0,0,Tier2,33.6,5.2,27230.66,2293.9,1722.0,8083.42,587.51,400.0,SHS,1722.0,0.0978
11679,Manta,Atakora,Boukombe,52,20,25.31,0,1,1,Tier2,15.1,2.33,36458.81,2130.87,1478.98,11944.92,600.89,400.0,SHS,1478.98,0.2141
15941,Bafounou,Alibori,Banikoara,54,21,10.99,0,0,0,Tier2,15.7,2.42,15649.38,2130.87,1384.97,5109.53,600.89,400.0,SHS,1384.97,0.1357
1722,Bopa,Mono,Bopa,242,94,3.01,0,0,0,Tier3,70.2,54.25,350.6,957.04,833.34,499.72,1538.34,1500.0,Grid,350.6,0.2851
4939,Aplahoué,Kouffo,Aplahoue,278,108,1.29,0,0,0,Tier3,80.6,62.33,227.84,889.21,695.01,311.69,1705.69,1500.0,Grid,227.84,0.3136
14224,Bagou,Alibori,Gogounou,101,39,17.45,0,0,0,Tier2,29.3,4.53,13398.72,2130.87,1427.42,4370.24,600.89,400.0,SHS,1427.42,0.1279
5398,Location #15733,Zou,Zagnanado,41,16,19.54,0,0,0,Tier1,11.9,0.55,118282.35,,2059.16,11699.77,,150.0,SHS,2059.16,0.1223
4837,Massé,Plateau,Ketou,108,42,3.3,0,0,0,Tier3,31.3,24.21,574.83,957.04,833.66,936.58,1538.34,1500.0,Grid,574.83,0.2344
2351,Agonvy,Plateau,Adja-Ouere,54,21,1.67,0,0,0,Tier3,15.7,12.11,500.58,889.21,695.37,947.37,1705.69,1500.0,Grid,500.58,0.2495
2556,Adido,Ouémé,Bonou,302,117,6.38,0,0,0,Tier2,87.6,13.54,1916.39,1881.62,1142.01,710.08,627.67,400.0,SHS,1142.01,0.1525
8713,Ouaké,Donga,Ouake,52,20,4.72,0,0,0,Tier3,15.1,11.66,1320.53,957.04,835.24,2389.47,1538.34,1500.0,SHS,835.24,0.178
15717,Location #16677,Alibori,Banikoara,31,12,6.75,0,0,0,Tier2,9.0,1.39,14086.04,,1144.02,5452.2,,400.0,SHS,1144.02,0.1411
3483,Aplahoué,Kouffo,Aplahoue,67,26,0.04,0,0,0,Tier3,19.4,15.02,186.71,889.21,693.86,215.82,1705.69,1500.0,Grid,186.71,0.3153
1471,Houéyogbé,Mono,Houeyogbe,232,90,1.07,0,0,0,Tier3,67.3,52.01,227.51,889.21,694.81,310.9,1705.69,1500.0,Grid,227.51,0.3122
1405,Houéyogbé,Mono,Houeyogbe,137,53,2.98,0,0,0,Tier3,39.7,30.71,466.12,957.04,833.31,724.79,1538.34,1500.0,Grid,466.12,0.2578
3613,Aplahoué,Kouffo,Aplahoue,147,57,3.59,0,0,0,Tier3,42.6,32.96,499.55,957.04,833.99,789.91,1538.34,1500.0,Grid,499.55,0.2506
2286,Lokossa,Mono,Dogbo,59,23,0.6,0,0,0,Tier3,17.1,13.23,285.69,889.21,694.38,446.51,1705.69,1500.0,Grid,285.69,0.2943
16658,Location #15473,Alibori,Karimama,41,16,40.01,0,0,0,Tier1,11.9,0.55,264675.93,,2762.47,23752.02,,150.0,SHS,2762.47,0.0916
11705,Kouandé,Atakora,Kouande,188,73,45.07,0,0,0,Tier2,54.5,8.43,20189.72,2293.9,1773.98,5986.07,587.51,400.0,SHS,1773.98,0.0899
16956,Dangazori,Alibori,Karimama,62,24,37.32,0,0,0,Tier1,18.0,0.84,164142.26,5798.61,2697.82,14726.92,456.51,150.0,SHS,2697.82,0.0965
1082,Bopa,Mono,Bopa,64,25,6.92,0,0,0,Tier2,18.6,2.87,7303.85,1881.62,1144.98,2809.4,627.67,400.0,SHS,1144.98,0.1422
11186,Kalalé,Borgou,Kalale,260,101,83.68,0,0,0,Tier2,75.4,11.66,,2293.9,2053.42,,587.51,400.0,SHS,2053.42,0.0349
9182,Nalouhou 1,Donga,Djougou,64,25,3.66,0,0,0,Tier3,18.6,14.35,905.17,957.04,834.07,1580.21,1538.34,1500.0,SHS,834.07,0.1803
1719,Allada,Atlantique,Allada,52,20,0.34,0,0,0,Tier3,15.1,11.66,246.91,889.21,694.13,356.13,1705.69,1500.0,Grid,246.91,0.3022
11552,Kouporgou,Atakora,Boukombe,28,11,33.18,0,0,0,Tier1,8.1,0.38,320873.91,,2598.34,28797.02,,150.0,SHS,2598.34,0.1014
12978,Kouandé,Atakora,Kouande,36,14,47.48,0,0,0,Tier1,10.4,0.49,356885.16,,2941.86,32029.82,,150.0,SHS,2941.86,0.0802
15620,Songorogougou,Alibori,Banikoara,54,21,9.12,0,0,0,Tier2,15.7,2.42,11063.85,1881.62,1157.14,4274.55,627.67,400.0,SHS,1157.14,0.1385
3325,Dogbo,Mono,Dogbo,80,31,5.6,0,0,0,Tier2,23.2,3.59,4942.94,1881.62,1137.68,1889.43,627.67,400.0,SHS,1137.68,0.1448
